input.bodyId	input.name	input.type	GFInput.Classification	weight	output.bodyId	output.name	output.type	GFInput.Classification2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	14	5813056435			type 116
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1628973439	PVLP001_L?		type 67
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1068885266	PVLP001_R	PVLP001	type 19
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1908226457	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813068559	put_AVL19c(AVF5)_R	put_AVL19c	type 78
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1814781537	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1629996612	put_AVL05w(aVLPT2)_R	put_AVL05w	type 62
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1500598873	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813027282			Anterior type 3
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	11	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813050827	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1530636214	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1626482563	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1876492837	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1497973422	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1876484146	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1872033743	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1845453234	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1844750081	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1815826155	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1815480848	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1815471919	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1815131045	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1815126433	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1815126312	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814781628	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	9	1814781356	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1814781082	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1814780768	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1814426918	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1814422650	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814418212	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1813403762	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1813403630	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1811630361	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	5812999264	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1783051753	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1782369359	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1782369340	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1782369015	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1782364786	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1753674977	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1719595635	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1719225241	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1716496582	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1691259738	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1907571222	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1221971218	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813038825	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1437850908	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813039136	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813038769	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1839288696	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1627131491	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1441598865	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5812998136	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5812987894	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5812998825	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1938195143	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	7	1407179534	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1533683889	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813070019	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	8	1470971204	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1403392477	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1438912593	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1626827782	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1907169406	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	5812996383	LPLC2	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	5901214470	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1566411868	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1540216055	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1343749180	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1590979045	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1845078711	LC4	LC4	LC4
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	8	1438908304	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813077633	put_PVL03oi(PLPF4)_R	put_PVL03oi	new type 23
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	8	1601711357	put_PVL06e(PLPF3)_R	put_PVL06e	new type 2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	792326206	put_ADL26i(hLHT5)_R	put_ADL26i	type 123
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1383383062	put_AVL03oc(hVLPF1)_R	put_AVL03oc	type 22
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1070950293	PVLP001_R	PVLP001	type 19
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1417768398	put_AVL05n(aVLPT2)_R	put_AVL05n	new type 1
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1507139129	put_AVL05r(aVLPT2)_R	put_AVL05r	type 5
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1040013335	put_PDL18od(pLH1)_R	put_PDL18od	new type 9
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1283013506	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	61	5813039148			type 125
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1810956698	LC4	LC4	LC4
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5812980291	put_PVL05d(PLPF2)_R	put_PVL05d	type 18
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1540241926	put_PVL05m(PLPF2)_R	put_PVL05m	type 7
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1103102334	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1814781633	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	17	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	12	5813056435			type 116
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1628973439	PVLP001_L?		type 67
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	7	1068885266	PVLP001_R	PVLP001	type 19
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1500598873	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	14	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5813050827	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1530636214	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1626482563	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1876492837	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5813069053	LC4	LC4	LC4
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1876147437	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814777260	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1876484146	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1876147388	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1872033743	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1844750081	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1815826155	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	7	1815809293	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1815480848	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	8	1813403998	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1815471919	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1815131045	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1815126433	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1815126312	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1814781628	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814781356	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814781082	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1814780768	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814422650	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1782364786	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1533683889	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	9	1783051753	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1437850908	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1753674977	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	8	5901214470	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1627131491	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1809614687	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	5812998825	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1282007450	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813053860	PVLP001_L?		type 19
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1688164533	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1811630361	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1716496582	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1938195143	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	8	1470971204	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1719595635	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1691259738	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1813403762	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1343749180	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1782369340	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1441598865	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1751670748	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	5812999264	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813034151	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1566411868	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1782369015	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1403392477	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1534363304	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813038822	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	2059978318	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813038821	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1907169406	LC4	LC4	LC4
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5813038769	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1626827782	LPLC2	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1719225241	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1467548306	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1407179534	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	5812987894	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1438912593	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1907571222	LC4	LC4	LC4
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1221971218	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1682707330	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1438908304	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5813077633	put_PVL03oi(PLPF4)_R	put_PVL03oi	new type 23
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1601711357	put_PVL06e(PLPF3)_R	put_PVL06e	new type 2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	792326206	put_ADL26i(hLHT5)_R	put_ADL26i	type 123
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1383383062	put_AVL03oc(hVLPF1)_R	put_AVL03oc	type 22
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	11	1070950293	PVLP001_R	PVLP001	type 19
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1417768398	put_AVL05n(aVLPT2)_R	put_AVL05n	new type 1
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1283013506	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	68	5813039148			type 125
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5812980291	put_PVL05d(PLPF2)_R	put_PVL05d	type 18
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1540241926	put_PVL05m(PLPF2)_R	put_PVL05m	type 7
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1103102334	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1814781633	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1535791554			new type 3
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	20	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5813056435			type 116
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1068885266	PVLP001_R	PVLP001	type 19
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1785511781	put_AVM12d(AMVF2)_R	put_AVM12d	type 8
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	5813068559	put_AVL19c(AVF5)_R	put_AVL19c	type 78
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1814781537	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	1500598873	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	5	5813050827	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1530636214	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1626482563	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1876492837	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	7	1876147437	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	1814777260	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1876484146	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1876147388	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1872033743	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1845453234	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1719225241	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	3	1627131491	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1691259738	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	7	5901214470	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1813403869	LPLC2	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	6	1751670748	LPLC2	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1783051578	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	4	5813038769	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	1	1814426918	LPLC2	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1844750081	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1845449270	LPLC2(PLBDL1)_R	LPLC2	LPLC2	2	1438908304	LPLC2(PLBDL1)_R	LPLC2	LPLC2
